Extension,Popularity
.scjournal,Low
.scl,Low
.scm,Low
.scn,Low
.sco,Low
.scp,Very High
.scpt,Low
.scptd,Low
.scr,Very High
.scrabblehasbrosavedgame,Low
.scrabblesavedgame,Low
.screen,Low
.screen-recorder-launcher,Low
.screenrec,Low
.screenshot,Low
.script,Low
.scriptlibrary,Low
.scrivx,Low
.scr_aq,Low
.scs,Low
.scs4,Low
.scss,Medium
.sct,Very High
.sct_aq,Low
.scx,Low
.scz,Low
.sc_,Low
.sd,Medium
.sd-cnf,Low
.sd2,Very High
.sd4,Low
.sd7,Low
.sd9,Low
.sda,High
.sdb,Very High
.sdbk,Low
.sdc,High
.sdd,High
.sdef,Low
.sdexp,Low
.sdf,Very High
.sdg,Very High
.sdi,Low
.sdinstall,Low
.sdjv,Low
.sdjvu,Low
.sdk,Low
.sdl,Very High
.sdlalign,Low
.sdlfiletype,Low
.sdlic,Low
.sdlmttpl,Low
.sdlp,Low
.sdlplugin,Low
.sdlppx,Low
.sdlproj,Low
.sdlretrofit,Low
.sdlrpx,Low
.sdltb,Low
.sdltm,Low
.sdltpl,Low
.sdlxliff,Low
.sdm,Low
.sdmdocument,Low
.sdocb,Low
.sdp,Very High
.sdpx,Medium
.sdr,Low
.sds,Very High
.sdsb,Medium
.sdt,Low
.sdtid,Low
.sdv,Very High
.sdw,Very High
.sdx,Low
.sdxml,Low
.sdz,Low
.sd_,Low
.se1,Low
.sea,Low
.search-ms,Very High
.searchconnector-ms,Very High
.searchresults,Low
.sec,Low
.secstore,Very High
.sed,Low
.seexpl,Low
.sef,Low
.seg,Low
.selectionportfoliolibrary,Low
.sem,Low
.semul,Low
.send2anna,Low
.sendtobluetooth,Low
.sendtoclipboard,Low
.sendtoclipboardascontent,Low
.sendtoclipboardasname,Low
.sendtofolder,Low
.sendtoincinerator,Low
.sendtosuperedi,Low
.sense,Low
.seo,Low
.seospider,Low
.seplugin,Low
.seq,Low
.sequ,Very High
.sequencediagram,Medium
.ser,Low
.services,Low
.ses,Low
.session,Low
.sesx,Medium
.set,Low
.settingcontent-ms,Very High
.settings,Very High
.seu,Low
.sevenwonders2savedgame,Low
.sevenwonderssavedgame,Low
.sevenwonderstreasuresofsevensavedgame,Low
.se_,Low
.sf,Very High
.sf2,Low
.sfa,Medium
.sfarr,Low
.sfc,Low
.sfcache,Very High
.sfd,Low
.sff,Very High
.sfl,Low
.sfo,Low
.sfofsavegame,Low
.sfs,Low
.sft,Low
.sfv,Very High
.sfw,Very High
.sfx,Low
.sfx2,Low
.sg1,Low
.sg2,Low
.sg3,Low
.sg4,Low
.sgb,Low
.sgbzip,Low
.sgc,Low
.sgd,Low
.sgdwe,Low
.sge,Low
.sgf,Low
.sgi,Very High
.sgl,High
.sgm,Low
.sgml,Low
.sgp,Low
.sgs,Low
.sgw,Low
.sh,Very High
.sh3d,Low
.sh3f,Low
.sh3l,Low
.sh3p,Low
.sh3t,Low
.sh4,Low
.sh5,Low
.sh6,Low
.sha,Medium
.sha1,Medium
.sha256,Medium
.sha256sum,Low
.sha3,Low
.sha3-224,Low
.sha3-256,Low
.sha3-384,Low
.sha3-512,Low
.sha384,Low
.sha512,Medium
.sharedview,Low
.shb,Very High
.shb_aq,Low
.shc,Very High
.sherlyn-chopras-kamasutra-3d-leaked-im,Low
.shf,Low
.shfb,Low
.shfbproj,Low
.shg,Low
.shh,Very High
.shl,Low
.shn,Very High
.show,Low
.shp,High
.shp2,Low
.shproj,Very High
.shr,Low
.shs,Very High
.shs_aq,Low
.sht,Low
.shtm,Very High
.shtml,Very High
.shw,Low
.shx,High
.sh_,Low
.si,Low
.sib,Low
.sic,Low
.sid,Very High
.sid1,Low
.sidb,Low
.sidx,Low
.sif,Medium
.sig,Medium
.sign,Low
.signed,Low
.sii,Low
.sil,Low
.sim,Low
.simba,Low
.sims2pack,Low
.sims2skin,Low
.sims3pack,Low
.sin,Low
.sip,Low
.sis,High
.sisx,High
.sit,Very High
.sit5,Low
.sitemap,Very High
.sites,Low
.sites2,Low
.sitf,Low
.sitx,Medium
.si_,Low
.sj,Low
.sj1,Low
.sk,Low
.sk1,Low
.ske,Low
.ski,Low
.skin,Very High
.skin7,Low
.skm,Very High
.skn,Low
.skp,High
.skpkmz,Medium
.skr,Low
.sks,Medium
.sky,Low
.skype,Very High
.skypechatstyle,Low
.skypeemoticonset,Low
.sl,Low
.sl00,Low
.sl01,Low
.sl02,Low
.sl03,Low
.sl04,Low
.sl05,Low
.sl06,Low
.sl07,Low
.sl08,Low
.sl09,Low
.sl10,Low
.sl11,Low
.sl12,Low
.sl13,Low
.sl14,Low
.sl15,Low
.sl16,Low
.sl17,Low
.sl18,Low
.sl19,Low
.sl20,Low
.sl21,Low
.sl22,Low
.sl23,Low
.sl24,Low
.sl25,Low
.sl26,Low
.sl27,Low
.sl28,Low
.sl29,Low
.sl3,Low
.sl30,Low
.sl31,Low
.sl4,Low
.sla,Low
.slb,High
.sld,Very High
.sldasm,Low
.sldd,Low
.slddc,Low
.slddrw,Low
.sldm,Very High
.sldprt,Low
.sldreg,Low
.sldx,Very High
.slf,Low
.slg,Medium
.sli,Low
.slidesaver,Low
.slingodeluxesavedgame,Low
.slk,Very High
.sll,Medium
.slm,Low
.slmx,Low
.sln,Very High
.slnf,Medium
.slow,Low
.slp,Low
.slreqx,Low
.slt,Low
.sltx,Low
.slupkg-ms,Very High
.slv,Low
.slw,Low
.slx,Low
.slxc,Low
.slxp,Low
.sm2,Low
.sm4,Low
.sma,Low
.smartftp,Low
.smb,Low
.smc,Low
.smd,Low
.smdl,Low
.smdlproj,Low
.smf,Very High
.smg,Low
.smggeom,Low
.smgproj,Low
.smgxml,Low
.smi,Very High
.smil,Very High
.smilebox,Low
.smk,Very High
.sml,Low
.smlic,Low
.smp,Medium
.smr,Low
.smrd,Very High
.sms,Low
.smt,Low
.smv,Low
.smw,Low
.smwt,Very High
.smx,Low
.smzip,Low
.sn,Low
.sna,Low
.snag,Medium
.snagacc,Medium
.snagitstamps,Low
.snagpresets,Low
.snagprof,Medium
.snagtheme,Low
.snagtz,Low
.snagundo,Low
.snagx,Low
.snapdoc,Low
.snapfireproject,Low
.snapfireshow,Low
.snapfireshowproject,Low
.snarfer,Low
.snb,Low
.snd,Very High
.sndh,Low
.sng,Low
.sngw,Low
.sni,Low
.snippet,Very High
.snk,Very High
.snl,Low
.snm,Low
.snoop,Very High
.snp,Very High
.sns,Low
.snt,Low
.snw,Low
.so,Low
.soap,Very High
.sob,Very High
.soc,Very High
.sod,Very High
.soe,Very High
.sof,Low
.soft,Low
.softgrid.sftdde,Low
.sog,Very High
.soh,Very High
.sol,Low
.solitairesave-ms,Very High
.son,Low
.sonic,Low
.sony_rss,Low
.sop,Medium
.sos,Low
.soundpack,Low
.sp,Low
.sp*,Low
.spa,Low
.sparc,Very High
.sparsebundle,Low
.sparseimage,Low
.spc,Very High
.spcmd,Low
.spd,Low
.spdata,High
.spdb,Low
.spdesignasax,Low
.spdesignasmx,Low
.spdesignbot,Low
.spdesignconfig,Low
.spdesigncss,Low
.spdesigndoclib,Low
.spdesignedited,Low
.spdesignhomeop,Low
.spdesignhomepg,Low
.spdesignhtml,Low
.spdesignhtt,Low
.spdesignjs,Low
.spdesignlinkbar,Low
.spdesignlist,Low
.spdesignlistdata,Low
.spdesignmaster,Low
.spdesignnav,Low
.spdesignnopub,Low
.spdesignopen,Low
.spdesignpiclib,Low
.spdesignresx,Low
.spdesignshtm,Low
.spdesignshtml,Low
.spdesignsitemap,Low
.spdesignskin,Low
.spdesignstm,Low
.spdesignsurvey,Low
.spdesigntheme,Low
.spdesigntxt,Low
.spdesignunknown,Low
.spdesignweb,Low
.spdesignwfdoclib,Low
.spdesignxaml,Low
.spdesignxml,Low
.spdesignxoml,Low
.spdesignxsl,Low
.spdesignxslt,Low
.spdkey,Low
.spe,Low
.speccy,High
.spf,High
.spi,Low
.spidersolitairesave-ms,Very High
.spj,Very High
.spkr,Low
.spl,Very High
.splan,Low
.splane,Low
.splash,Low
.split,High
.spmod,Low
.spn,Low
.spo,Low
.spop,Low
.sportballchallengesavedgame,Low
.spp,Low
.spq,Low
.spr,Low
.spreporter,Low
.sprite,Low
.sprj,Low
.sprt,Low
.sprz,Low
.sps,High
.spsd,Low
.spsx,Low
.spt,Low
.spu,Medium
.spv,Low
.spw,Low
.spx,Very High
.spy,Low
.spz,Low
.sp_,Low
.sqh,Low
.sql,Very High
.sqlce,Medium
.sqlite,Medium
.sqlite#,Low
.sqlite-journal,Low
.sqlite-shm,Low
.sqlite-wal,Low
.sqlite3,Low
.sqlitedb,Low
.sqlplan,High
.sqlproj,High
.sqm,Low
.sqt,Low
.squashfs,Very High
.sqx,Low
.sq_,Low
.sr,Low
.sr2,Very High
.sr5,Low
.sr7,Low
.sr8,Low
.srb,Low
.src,Low
.srcdoc,Low
.srd-shm,Low
.srf,Very High
.srfl,Low
.sri,Low
.sri.ogg,Low
.srl,Low
.srm,Low
.srr,Low
.srs,Low
.srt,Very High
.srw,Very High
.srx,Low
.sr_,Low
.ss,Low
.ss1,Low
.ss2,Low
.ss3,Low
.ss4,Low
.ss7,Low
.ssa,Very High
.ssb,Low
.ssc,Medium
.ssc_rdrp_key,Low
.ssd,Low
.ssdl,Low
.ssf,Medium
.ssi,Low
.ssif,High
.ssisdeploymentmanifest,Very High
.ssk,Low
.ssl,Low
.ssleay,Low
.sslf,Low
.ssm,High
.ssmsasproj,Medium
.ssmsmobileproj,Medium
.ssmssln,Medium
.ssmssqlproj,Medium
.ssnex,Low
.sso,Low
.sso_pt,Low
.ssp,Low
.sspr,Low
.sss,Low
.sst,Very High
.ssu,Low
.ssup,Low
.ssw,Low
.ssz,Low
.st,Medium
.st26,Low
.st3plugin,Low
.st4,Low
.st5,Low
.st6,Low
.st7,Low
.st8,Low
.st9,Low
.sta,Very High
.staddon,Low
.stamps,Low
.starcrossedsavedgame,Low
.startgadget,Low
.startlet,Low
.stat,Low
.stb,High
.stc,Very High
.std,Very High
.stdsrcmdl,Low
.ste,Very High
.step,Low
.stf,Very High
.stg,Medium
.sti,Very High
.stk,Low
.stl,Very High
.stm,Very High
.stma,Low
.stml,Low
.stmx,Low
.stn,Low
.storeinfo,Low
.stormreplay,Low
.story,Low
.stp,Medium
.stppk,Low
.str,Low
.streamdeckplugin,Low
.streamdeckprofile,Low
.streamdeckprofilesbackup,Low
.string,Low
.strings,Low
.strm,Low
.strpk,Low
.struma,Low
.strume,Low
.sts,Low
.stt,Low
.stu,Low
.stuff,Low
.stuffit11task,Low
.stuffittask,Low
.stv,Low
.stvproj,Very High
.stw,Very High
.stx,Medium
.stxt,Low
.sty,Medium
.styk,Low
.stykz,Low
.style,Medium
.stz,Very High
.sub,Very High
.sublime-project,Low
.sublime-workspace,Low
.subs,Low
.sud,Low
.sue,Low
.sue2,Low
.suite,Low
.sum,Low
.sun,Very High
.suniff,Low
.suo,Very High
.sup,Medium
.supercollapse3savedgame,Low
.superedi,Low
.surfplace,Low
.sv,Low
.sv$,Medium
.sv2,Low
.sv2i,Low
.sv5,Low
.sv6,Low
.svag,Low
.svap,Low
.svc,Very High
.svcd,Low
.svclog,Very High
.svcm,Low
.svd,Low
.sve,Low
.svg,Very High
.svgz,Very High
.svi,High
.svm,Low
.svp,Low
.svpj,Low
.svs,Low
.svt,Low
.svx,Low
.sv_,Low
.sw3,Low
.swa,Low
.swatch,Low
.swav,Low
.swb,Low
.swc,High
.swd,High
.swf,Very High
".swf""",Low
.swi,Low
.swidtag,Low
.switchboard,Very High
.swl,Low
.swm,Very High
.swpcbdoc,Low
.sws,Low
.swstd,Low
.swt,High
.swz,Medium
.swzk,Low
.sw_,Low
.sx,Low
.sxc,Very High
.sxcu,Low
.sxd,Very High
.sxe,Low
.sxf,Low
.sxg,Very High
.sxi,Very High
.sxie,Low
.sxm,Very High
.sxp,Low
.sxs,Low
.sxt,Low
.sxw,Very High
.sxx,Low
.sxz,Low
.syc,Very High
.sycw,Low
.sydb,Low
.syds,Low
.sydw,Low
.sydx,Low
.sym,Low
.symlink,Very High
.syn,Low
.sync,Very High
.syncconflict,Low
.syncdb,Low
.synciddb,Low
.synu,Low
.sys,Very High
.sysvar,Low
.sy_,Low
.szx,Low
.t,Low
.t101,High
.t3,Low
.t31,Low
.t4,Low
.t4g,Low
.t64,Low
.t65,Low
.t81,Low
.t88,Low
.taac,Low
.taact,Low
.taasmt,Low
.tab,Medium
.tabletprefs,Low
.tacls,Low
.tacmpt,Low
.tacont,Low
.tad,Low
.taf,Low
.tag,Low
.tags,Low
.taguit,Low
.tak,Very High
.tao,Medium
.tap,Low
.tape,Low
.tapesrcmdl,Low
.tar,Very High
.tar-gz,Low
.tar-z,Low
.tar.gz,High
.tarc,Low
.tarct,Low
.targa,High
.task,Low
.tasl,Low
.tastate,Low
.tatxtt,Low
.tauc,Low
.tax,Low
.tax2010,Low
.taz,Very High
.ta_,Low
.tbasic,Low
.tbasicc,Low
.tbasiccx,Low
.tbasicx,Low
.tbf,Low
.tbh,Low
.tbi,Low
.tbn,Low
.tbs,High
.tbu,Low
.tbulic15,Low
.tbx,Low
.tbz,Very High
.tbz2,Very High
.tb_,Low
.tc,Very High
.tcax,Low
.tccfgextender,Low
.tceltx,Low
.tcgb,Low
.tcip,Low
.tckdt,Low
.tckdtest,Low
.tcl,Low
.tclog,Low
.tclogs,Low
.tcls,Low
.tcmts,Low
.tcp,Low
.tcr,Low
.tcs,Very High
.tcvis,Low
.tcx,Low
.td0,Low
.td6,Low
.tda4,Low
.tdb,Low
.tdf,Medium
.tdi,Low
.tdim,Low
.tdl,Low
.tdp,Low
.tds,Medium
.tdsp,Medium
.tdsql,Low
.tdt,Low
.tdump,Low
.tdx,Low
.te3,Low
.tebr,Low
.tec,Low
.tef,Low
.tel,Low
.template,Medium
.templeofjewelssavedgame,Low
.tentalismanssavedgame,Low
.tes5pas,Low
.testrunconfig,Very High
.testsettings,Very High
.tewzip,Low
.tex,High
.tex;.sty;.cls;.dtx;.ins;.ltx,Low
.texi,Low
.text,Medium
.textexpander,Low
.texturelibrary,Low
.texturepack,Low
.tft,Low
.tg,Low
.tga,Very High
.tgf,Low
.tgi,Low
.tgt,Low
.tgz,Very High
.th,Low
.thd,Low
.thd+ac3,Low
.the,Low
.theancientquestofsaqqarahsavedgame,Low
.thegameoflifesavedgame,Low
.theme,Very High
.themepack,Very High
.thepriceisrightsavedgame,Low
.thf,Low
.thm,Very High
.thmx,Very High
.thor,Low
.thp,Very High
.thumb,Low
.thumbdata5--1967290299_0,Low
.thumbdata5-1763508120_0,Low
.th_,Low
.tia,Low
.tib,High
.tibx,Low
.tid,Low
.tif,Very High
.tifenx,Low
.tiff,Very High
.tiffenx,Low
.tig,Low
.tiktak,Low
.tileskinzip,Low
.tim,Medium
.time,Low
.tin,Low
.tinydeck,Low
.tip,Very High
.tis,High
.tivo,Low
.tix,High
.tjexp,Low
.tjvdb,Low
.tjxml,Low
.tk5,Low
.tkn,Low
.tkr,Low
.tkra,Low
.tkrn,Low
.tkrq,Low
.tla,High
.tlb,Medium
.tlbplugin,Low
.tlcodes,Low
.tld,Low
.tlg,Low
.tlh,Very High
.tli,Very High
.tlk,Low
.tlm,Low
.tlmp,Low
.tlmz,Low
.tlog,Low
.tlp,Low
.tls,High
.tlst,Low
.tlz,Very High
.tl_,Low
.tm2,Low
.tm8,Low
.tmb,Low
.tmbak,Low
.tmblr,Low
.tmc,Low
.tmd,Medium
.tmdx,Low
.tme,Low
.tmh,Low
.tmod,Low
.tmp,Medium
.tms,Low
.tmv,Low
.tmvx,Low
.tn1,Low
.tn2,Low
.tn3,Low
.tnb,Low
.tnfo,Very High
.tno,Low
.tns,Low
.tny,Low
.toast,Low
.tob,Low
.toc,Medium
.tod,Very High
.tok,Low
.toolbaricons,Low
.torrent,Very High
".torrent""",Low
.torrent1,Low
.tot,Low
.totalsecurity,Low
.totemtribesavedgame,Low
.tp,Very High
.tpafz,Low
.tpc,Very High
.tpd,Low
.tpdb8,Low
.tpdb8s,Low
.tpf,Low
.tpg,Low
.tph,Low
.tpl,Very High
.tpo,Low
.tpo,Low
.tpp,Medium
.tpr,Very High
.tproject,Low
.tprusr,Low
.tps,Very High
.tpsr,Low
.tpu,Low
.tpx,Low
.tpz,Very High
.tp_,Low
.tp_batch,Low
.tp_catalog,Low
.tp_contact,Low
.tp_meta,Low
.tp_plugin,Low
.tp_print,Low
.tp_webwiz,Low
.tq6,Low
.tql,Medium
.tr,Low
.tr1,Very High
.tr59,Low
.tra,Low
.trace,Very High
.tradewindslegendssavedgame,Low
.trak,Low
.transcriptstyle,Low
.transport,Low
.traprofile,Low
.trasave,Low
.trashes,Low
.tray,Low
.trc,Very High
.trc0,Low
.trd,Low
.tre,Low
.treasureislandsavedgame,Low
.treasurepyramidsavedgame,Low
.trec,Low
.treedb,Low
.trf,Low
.trg,Very High
.tridefgame,Low
.trideflicense,Low
.trig,Low
.trinklitsupremesavedgame,Low
.triosplayback,Low
.trn,Very High
.trp,Very High
.trs,Low
.tru,Low
.true-hd,Low
.truehd,Low
.trusave,Low
.trx,Very High
.tr_,Low
.ts,Very High
.ts3_addon,Low
.ts3_iconpack,Low
.ts3_plugin,Low
.ts3_soundpack,Low
.ts3_style,Low
.ts3_translation,Low
.ts4,Low
.tsa,Low
.tscplugin,Low
.tscproj,Low
.tsf,Low
.tsh,Low
.tsi,Low
.tsks,Low
.tsmabrev,Low
.tsmagenda,Low
.tsp,Low
.tsproj,Low
.tspub,Low
.tsql,Low
.tsr,Low
.tsv,Low
.tsx,Medium
.tsz,Medium
.ts_,Low
.tt,Very High
.tta,Very High
.ttbl,Low
.ttc,Very High
.ttf,Very High
.ttinclude,Low
.ttml,Low
.ttp,Low
.ttpl,Low
.tts,Very High
.ttxt,Low
.tt_,Low
.tu2006code,Low
.tu2008code,Low
.tu2009code,Low
.tu2010code,Low
.tu2011code,Low
.tu2012code,Low
.tu2013code,Low
.tub,High
.tur,Low
.tut,Low
.tuw,Medium
.tv,Low
.tvants,Low
.tvc,Very High
.tvlink,Very High
.tvmw5,Low
.tvopt,Low
.tvp,Very High
.tvpi,Low
.tvs,Very High
.tvt,Low
.tvvi,Low
.tw,Low
.tw0,Low
.twd,Low
.twdi,Low
.twds,Low
.twdx,Low
.tweak,Low
.twelvelaboursofhercules3savedgame,Low
.twm,Low
.tws,Medium
.txc,Low
.txd,Low
.txf,Low
.txi,Low
.txm,Low
.txn,Low
.txp4,Low
.txss,Low
.txt,Very High
.txtenx,Low
.txz,Very High
.tx_,Low
.ty,Low
.tydsp,Low
.tz,Very High
.tzs,Low
.tzst,Low
.tzx,Low
.tzxsrt1,Low
.tzxsrt2,Low
.u,Low
.u3d,Very High
.u8,Low
.uae,Low
.ual,Low
.uax,Low
.ubersettings,Low
.ubox,Low
.ucb,Low
.uccapilog,Low
.ucf,Low
.ucl,Low
.uc_,Low
.ud,Low
.udc,Very High
.ude,Low
.udeb,Low
.udf,Very High
.udi,Low
.udif,Low
.udl,Very High
.udp,Low
.udt,Low
.uenc,Low
.ues,Low
.uew,Low
.uf,Low
.uff,Low
.ufm,Low
.ufo,Low
.ufp,Low
.ufr,Low
.ufraw,Low
.uga,Low
.ugoira,Low
.ugr,Low
.uha,Very High
.ui,Very High
.ui4568,Low
.uif,Very High
.uim,Low
.uin,Low
.uip,Low
.uis,Low
.uitest,Medium
.ukr,Low
.ul,Low
.ulf,Low
.uls,Very High
.ult,Very High
.ulw,Low
.ulx,Low
.ulz,Low
.um3,Low
.umc,Low
.umod,Low
.ump,Low
.umprofile,Low
.ums,Low
.umshortcut,Low
.umx,Very High
.und,Low
.unf,Low
.uni,Low
.unilang,Low
.unity,Medium
.unityhub,Low
.unitypackage,Medium
.unizs32,Low
.unr,Low
.unreal,Low
.uns,Low
.unt,High
.uop,Low
.uos,Low
.uot,Low
.upd,Low
.upg,Low
.upj,Low
.uplmn,Low
.upm,Low
.upr,Low
.uproject,Low
.urd,Low
.urj,Low
.url,Very High
.urls,Low
.urt,Low
.usa,Low
.usblog,Low
.usecasediagram,Medium
.user,Very High
.userprofile,Low
.uservar,Low
.usf,Medium
.ush,Low
.usl,Low
.usp,Low
.usr,Low
.uss,Low
.ustar,Low
.usz,Low
.ut2,Low
.ut2link,Low
.ut2mod,Low
.ut4mod,Low
.utf,Low
.uti,Very High
.utl,Low
.uts,Very High
.utx,Low
.uu,Very High
.uue,Very High
.uux,Low
.uvk,Low
.uvkbk,Low
.uvkey,Low
.uvksr,Low
.uvr,Low
.uvu,Low
.uwl,Low
.uxdc,Very High
.uxf,Low
.uxr,Low
.uyvy,Low
.v,Low
.v2,Low
.v2?,Low
.v2a,Low
.v2b,Low
.v2c,Low
.v2d,Low
.v2e,Low
.v2f,Low
.v2g,Low
.v2i,Low
.v2k,Low
.v2l,Low
.v2m,Low
.v2n,Low
.v2p,Low
.v2q,Low
.v2r,Low
.v2s,Low
.v2t,Low
.v2u,Low
.v2x,Low
.v2y,Low
.v2z,Low
.v48851,Low
.v4w,Low
.v4x,Low
.v60po,Low
.v60pp,Low
.v60ppf,Low
.v64,Low
.v7cat,Low
.v7o,Low
.v7p,Low
.v80uo,Low
.v80up,Low
.v80upf,Low
.v8i,Low
.v8l,Low
.v8o,Low
.v8p,Low
.vacationquestaustraliasavedgame,Low
.vaf,Medium
.vag,Low
.val,Medium
.vap,Medium
.vaporcd,Low
.vars,Low
.vas,Low
.vb,Very High
.vbadoc,Low
.vbat,Low
.vbdproj,High
.vbe,Very High
.vbee,Low
.vbe_aq,Low
.vbg,Medium
.vbhtml,Very High
.vbl,Medium
.vbm,Low
.vbn,Low
.vbox,Very High
.vbox-extpack,Very High
.vbp,Medium
.vbprj,Low
.vbproj,Very High
.vbr,Medium
.vbs,Very High
.vbs_aq,Low
.vbw,Medium
.vbx,Low
.vbz,Medium
.vb_,Low
.vb_aq,Low
.vc1,Low
.vc4,Medium
.vcagc,Low
.vcard,Low
.vcd,High
.vce,Low
.vcf,Very High
.vcg,Very High
.vcl,Low
.vcm,Low
.vcp,Very High
.vcpf,Low
.vcpref,Low
.vcprj,Low
.vcproj,Very High
.vcr,Low
.vcs,Very High
.vct,Low
.vcw,Very High
.vcx,Medium
.vcxitems,Medium
.vcxproj,Very High
.vda,High
.vdd,Low
.vddproj,High
.vdf,Low
.vdi,Very High
.vdl,Low
.vdp,Very High
.vdproj,Very High
.vdr,Low
.vdw,Very High
.vdx,Very High
.vec,Low
.veg,Medium
.vep,Low
.vep4,Low
.ver,Low
.verb,Low
.version,Low
.ve_,Low
.vf,Low
.vfb,Low
.vfc,Low
.vfd,Very High
.vff,Low
.vfj,Low
.vfm,Low
.vfproj,Low
.vfs,Low
.vfw,Medium
.vfz3,Low
.vg2,Medium
.vga,Low
.vgi,Low
.vgm,Low
.vgm7z,Low
.vgs,Low
.vgz,Low
.vhd,Very High
.vhdl,Low
.vhdpmem,Very High
.vhdx,Very High
.vhpack,Low
.vic,Low
.vicar,Low
.vid,Low
.video,Low
.videodecoder,Low
.viff,Low
.vig,Low
.vip,Low
.vir,Low
.virtualfamiliessavedgame,Low
.virtualvillagers3savedgame,Low
.virtualvillagers4thetreeoflifesavedgame,Low
.virtualvillagersnewhomesavedgame,Low
.vis,Low
.viv,Low
.viw,Low
.vjp,Low
.vjpreset,Low
.vjqueue,Low
.vjsproj,Low
.vjsprojdata,Low
.vkm,Low
.vkp,Low
.vks,Low
.vl,Low
.vl2,Low
.vlb,Very High
.vlc,Very High
.vlmc,Low
.vlt,High
.vlx,Low
.vm1,Low
.vm2,Low
.vmac,Very High
.vmba,Very High
.vmc,Very High
.vmcx,High
.vmcz,Medium
.vmd,Low
.vmdk,Very High
.vmenu,Low
.vmg,Medium
.vmhf,High
.vmhr,High
.vml,Low
.vmlog,Medium
.vmoptions,Low
.vmp,Low
.vmpl,Very High
.vms,Low
.vmsd,Very High
.vmsn,Very High
.vmss,Very High
.vmt,Very High
.vmtm,Very High
.vmu,Low
.vmw,Low
.vmwarevm,Low
.vmx,Very High
.vmxa,Medium
.vmxf,Very High
.vna,Low
.vnc,Very High
.vnt,Low
.vnu,Low
.vob,Very High
".vob""",Low
.voc,Very High
.vol,Low
.vor,High
.vox,Very High
.vp,Low
.vp2,Low
.vp3,Low
.vp4,Low
.vp5,Low
.vp6,Very High
.vp7,Medium
.vp8,Low
.vp9,Low
.vpb,Low
.vpc6,Low
.vpc7,Low
.vpd,Low
.vpg,Low
.vpj,High
.vpk,Medium
.vpm,Low
.vpn,Low
.vpol,Low
.vpp,Low
.vpr,Very High
.vproj,Low
.vps,Low
.vqa,Low
.vqc,Low
.vqf,Very High
.vrbs,Low
.vreg,Low
.vrge08contact,Low
.vrge08event,Low
.vrge08group,Low
.vrge08message,Low
.vrge08note,Low
.vrge08task,Low
.vrmanifest,Low
.vrml,Low
.vro,Very High
.vrp,Low
.vrperftest,Low
.vs,Low
.vs1,Low
.vsch,Low
.vscontent,Very High
.vsct,Very High
.vsd,Very High
.vsdif,Low
.vsdm,Very High
.vsdp,Low
.vsdx,Very High
.vsf,Low
.vsglog,High
.vsh,Medium
.vshader,Medium
.vsi,Very High
.vsix,Very High
.vsixlangpack,Very High
.vsixmanifest,Very High
.vsl,Very High
.vsmacros,Very High
.vsmdi,Very High
.vsmproj,Very High
.vsp,Very High
.vspf,Very High
.vspolicy,Medium
.vspolicycache,Low
.vspolicydef,Medium
.vsprops,Very High
.vsps,Very High
.vspscc,Very High
.vspx,High
.vsrip,Low
.vss,Very High
.vsscc,Very High
.vssettings,Very High
.vsslog,Low
.vssm,Very High
.vssscc,Very High
.vssx,Very High
.vst,Very High
.vst3,Low
.vstemplate,Very High
.vstm,Very High
.vsto,Very High
.vstx,Very High
.vsu,Very High
.vsv,Very High
.vsw,High
.vsx,Very High
.vsz,Very High
.vt3,Low
.vtf,Low
.vtm,Low
.vtp,Low
.vtpx,Low
.vtr,Low
.vts,Low
.vtsi,Low
.vtt,Medium
.vtx,Very High
.vtxml,Low
.vud,Very High
.vue,Low
.vup,Medium
.vus,Low
.vuze,Medium
.vvm,Low
.vvv,Low
.vwpg,Low
.vwr,High
.vwx,Low
.vxd,Very High
.vxm,Low
.vxml,Low
.vxr,Low
.vx_,Low
.vzi,Low
.w,Low
.w2p,Low
.w32,Low
.w3g,Low
.w3m,Low
.w3n,Low
.w3x,Low
.w64,Very High
.w86,Low
.wa,Low
.waa,Low
.wab,Very High
.wab~,Low
.wac,Low
.wacomprefs,Low
.wacomxs,Low
.wad,Low
.waf,Low
.waff,Low
.wagame,Low
.wai,Low
.wal,Very High
.wam,Low
.wand,Low
.wap,Low
.war,High
.wav,Very High
.wave,Very High
.wavm,Low
.wax,Very High
.wa_,Low
.wb,Low
.wb1,Low
.wb2,Low
.wb3,Low
.wba,Low
.wbb,Low
.wbc,Low
.wbcat,Very High
.wbd,Low
.wbdb,Low
.wbfs,Low
.wbi,Low
.wbk,Very High
.wbm,Very High
.wbmp,Very High
.wbp,Low
.wbpj,Low
.wbpz,Low
.wbs,Low
.wbt,Low
.wbverify,Low
.wbx,Low
.wbz,Low
.wb_,Low
.wc,Low
.wcb,Low
.wcd,Low
.wch,Low
.wcinv,High
.wcinv-ms-p2p,High
.wck,Low
.wcl,Low
.wcm,Low
.wcmm,Low
.wcp,Low
.wcs,Very High
.wct,Medium
.wcx,Very High
.wcz,Low
.wd,Low
.wd18,Low
.wda,Low
.wdb,Medium
.wdd,Low
.wddoc,Low
.wdf,Low
.wdi,Low
.wdl,Low
.wdm,Low
.wdn,Low
.wdp,Very High
.wdq,Low
.wdr,Low
.wdseml,Low
.wdsheet,Low
.wdslide,Low
.wdsp,Low
.wdt,Low
.wdw,Low
